{ group = 1, type = 0, id = 67, propability = 100, count = 1 },
{ group = 1, type = 0, id = 68, propability = 200, count = 1 },
{ group = 1, type = 0, id = 69, propability = 300, count = 1 },
{ group = 1, type = 0, id = 70, propability = 400, count = 1 },
{ group = 1, type = 0, id = 71, propability = 500, count = 1 },
{ group = 1, type = 0, id = 72, propability = 600, count = 1 },
{ group = 1, type = 0, id = 76, propability = 700, count = 1 },
{ group = 1, type = 0, id = 77, propability = 800, count = 1 },
{ group = 1, type = 0, id = 78, propability = 900, count = 1 },
{ group = 1, type = 0, id = 79, propability = 1000, count = 1 },
{ group = 1, type = 0, id = 80, propability = 1100, count = 1 },
{ group = 1, type = 0, id = 81, propability = 1200, count = 1 },
{ group = 1, type = 0, id = 85, propability = 1300, count = 1 },
{ group = 1, type = 0, id = 86, propability = 1400, count = 1 },
{ group = 1, type = 0, id = 87, propability = 1500, count = 1 },
{ group = 1, type = 0, id = 88, propability = 1600, count = 1 },
{ group = 1, type = 0, id = 89, propability = 1700, count = 1 },
{ group = 1, type = 0, id = 90, propability = 1800, count = 1 },
{ group = 1, type = 0, id = 94, propability = 4528, count = 1 },
{ group = 1, type = 0, id = 95, propability = 7256, count = 1 },
{ group = 1, type = 0, id = 96, propability = 9984, count = 1 },
{ group = 1, type = 0, id = 97, propability = 12712, count = 1 },
{ group = 1, type = 0, id = 98, propability = 15440, count = 1 },
{ group = 1, type = 0, id = 99, propability = 18168, count = 1 },
{ group = 1, type = 0, id = 103, propability = 20896, count = 1 },
{ group = 1, type = 0, id = 104, propability = 23624, count = 1 },
{ group = 1, type = 0, id = 105, propability = 26352, count = 1 },
{ group = 1, type = 0, id = 106, propability = 29080, count = 1 },
{ group = 1, type = 0, id = 107, propability = 31808, count = 1 },
{ group = 1, type = 0, id = 108, propability = 34536, count = 1 },
{ group = 1, type = 0, id = 112, propability = 37264, count = 1 },
{ group = 1, type = 0, id = 113, propability = 39992, count = 1 },
{ group = 1, type = 0, id = 114, propability = 42720, count = 1 },
{ group = 1, type = 0, id = 115, propability = 45448, count = 1 },
{ group = 1, type = 0, id = 116, propability = 48176, count = 1 },
{ group = 1, type = 0, id = 117, propability = 50904, count = 1 },
{ group = 1, type = 0, id = 121, propability = 53632, count = 1 },
{ group = 1, type = 0, id = 122, propability = 56360, count = 1 },
{ group = 1, type = 0, id = 123, propability = 59088, count = 1 },
{ group = 1, type = 0, id = 124, propability = 61816, count = 1 },
{ group = 1, type = 0, id = 125, propability = 64544, count = 1 },
{ group = 1, type = 0, id = 126, propability = 67272, count = 1 },
{ group = 1, type = 0, id = 130, propability = 70000, count = 1 },
{ group = 1, type = 0, id = 131, propability = 72728, count = 1 },
{ group = 1, type = 0, id = 132, propability = 75456, count = 1 },
{ group = 1, type = 0, id = 133, propability = 78184, count = 1 },
{ group = 1, type = 0, id = 134, propability = 80912, count = 1 },
{ group = 1, type = 0, id = 135, propability = 83640, count = 1 },
{ group = 1, type = 0, id = 139, propability = 86368, count = 1 },
{ group = 1, type = 0, id = 140, propability = 89096, count = 1 },
{ group = 1, type = 0, id = 141, propability = 91824, count = 1 },
{ group = 1, type = 0, id = 142, propability = 94552, count = 1 },
{ group = 1, type = 0, id = 143, propability = 97280, count = 1 },
{ group = 1, type = 0, id = 144, propability = 100000, count = 1 },
