{ group = 1, type = 0, id = 94, propability = 833, count = 1 },
{ group = 1, type = 0, id = 95, propability = 1666, count = 1 },
{ group = 1, type = 0, id = 96, propability = 2499, count = 1 },
{ group = 1, type = 0, id = 97, propability = 3332, count = 1 },
{ group = 1, type = 0, id = 98, propability = 4165, count = 1 },
{ group = 1, type = 0, id = 99, propability = 4998, count = 1 },
{ group = 1, type = 0, id = 103, propability = 5831, count = 1 },
{ group = 1, type = 0, id = 104, propability = 6664, count = 1 },
{ group = 1, type = 0, id = 105, propability = 7497, count = 1 },
{ group = 1, type = 0, id = 106, propability = 8330, count = 1 },
{ group = 1, type = 0, id = 107, propability = 9163, count = 1 },
{ group = 1, type = 0, id = 108, propability = 9996, count = 1 },
{ group = 1, type = 0, id = 112, propability = 10829, count = 1 },
{ group = 1, type = 0, id = 113, propability = 11662, count = 1 },
{ group = 1, type = 0, id = 114, propability = 12495, count = 1 },
{ group = 1, type = 0, id = 115, propability = 13328, count = 1 },
{ group = 1, type = 0, id = 116, propability = 14161, count = 1 },
{ group = 1, type = 0, id = 117, propability = 14994, count = 1 },
{ group = 1, type = 0, id = 121, propability = 17494, count = 1 },
{ group = 1, type = 0, id = 122, propability = 19994, count = 1 },
{ group = 1, type = 0, id = 123, propability = 22494, count = 1 },
{ group = 1, type = 0, id = 124, propability = 24994, count = 1 },
{ group = 1, type = 0, id = 125, propability = 27494, count = 1 },
{ group = 1, type = 0, id = 126, propability = 29994, count = 1 },
{ group = 1, type = 0, id = 130, propability = 32494, count = 1 },
{ group = 1, type = 0, id = 131, propability = 34994, count = 1 },
{ group = 1, type = 0, id = 132, propability = 37494, count = 1 },
{ group = 1, type = 0, id = 133, propability = 39994, count = 1 },
{ group = 1, type = 0, id = 134, propability = 42494, count = 1 },
{ group = 1, type = 0, id = 135, propability = 44994, count = 1 },
{ group = 1, type = 0, id = 139, propability = 47494, count = 1 },
{ group = 1, type = 0, id = 140, propability = 49994, count = 1 },
{ group = 1, type = 0, id = 141, propability = 52494, count = 1 },
{ group = 1, type = 0, id = 142, propability = 54994, count = 1 },
{ group = 1, type = 0, id = 143, propability = 57494, count = 1 },
{ group = 1, type = 0, id = 144, propability = 59994, count = 1 },
{ group = 1, type = 0, id = 148, propability = 62216, count = 1 },
{ group = 1, type = 0, id = 149, propability = 64438, count = 1 },
{ group = 1, type = 0, id = 150, propability = 66660, count = 1 },
{ group = 1, type = 0, id = 151, propability = 68882, count = 1 },
{ group = 1, type = 0, id = 152, propability = 71104, count = 1 },
{ group = 1, type = 0, id = 153, propability = 73326, count = 1 },
{ group = 1, type = 0, id = 157, propability = 75548, count = 1 },
{ group = 1, type = 0, id = 158, propability = 77770, count = 1 },
{ group = 1, type = 0, id = 159, propability = 79992, count = 1 },
{ group = 1, type = 0, id = 160, propability = 82214, count = 1 },
{ group = 1, type = 0, id = 161, propability = 84436, count = 1 },
{ group = 1, type = 0, id = 162, propability = 86658, count = 1 },
{ group = 1, type = 0, id = 166, propability = 88880, count = 1 },
{ group = 1, type = 0, id = 167, propability = 91102, count = 1 },
{ group = 1, type = 0, id = 168, propability = 93324, count = 1 },
{ group = 1, type = 0, id = 169, propability = 95546, count = 1 },
{ group = 1, type = 0, id = 170, propability = 97768, count = 1 },
{ group = 1, type = 0, id = 171, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 94, propability = 833, count = 1 },
{ group = 2, type = 0, id = 95, propability = 1666, count = 1 },
{ group = 2, type = 0, id = 96, propability = 2499, count = 1 },
