{ group = 1, type = 0, id = 91, propability = 167, count = 1 },
{ group = 1, type = 0, id = 92, propability = 334, count = 1 },
{ group = 1, type = 0, id = 93, propability = 501, count = 1 },
{ group = 1, type = 0, id = 94, propability = 1251, count = 1 },
{ group = 1, type = 0, id = 95, propability = 2001, count = 1 },
{ group = 1, type = 0, id = 96, propability = 2751, count = 1 },
{ group = 1, type = 0, id = 97, propability = 3501, count = 1 },
{ group = 1, type = 0, id = 98, propability = 4251, count = 1 },
{ group = 1, type = 0, id = 99, propability = 5001, count = 1 },
{ group = 1, type = 0, id = 100, propability = 5168, count = 1 },
{ group = 1, type = 0, id = 101, propability = 5335, count = 1 },
{ group = 1, type = 0, id = 102, propability = 5502, count = 1 },
{ group = 1, type = 0, id = 103, propability = 6252, count = 1 },
{ group = 1, type = 0, id = 104, propability = 7002, count = 1 },
{ group = 1, type = 0, id = 105, propability = 7752, count = 1 },
{ group = 1, type = 0, id = 106, propability = 8502, count = 1 },
{ group = 1, type = 0, id = 107, propability = 9252, count = 1 },
{ group = 1, type = 0, id = 108, propability = 10002, count = 1 },
{ group = 1, type = 0, id = 109, propability = 10169, count = 1 },
{ group = 1, type = 0, id = 110, propability = 10336, count = 1 },
{ group = 1, type = 0, id = 111, propability = 10503, count = 1 },
{ group = 1, type = 0, id = 112, propability = 11253, count = 1 },
{ group = 1, type = 0, id = 113, propability = 12003, count = 1 },
{ group = 1, type = 0, id = 114, propability = 12753, count = 1 },
{ group = 1, type = 0, id = 115, propability = 13503, count = 1 },
{ group = 1, type = 0, id = 116, propability = 14253, count = 1 },
{ group = 1, type = 0, id = 117, propability = 15003, count = 1 },
{ group = 1, type = 0, id = 118, propability = 15503, count = 1 },
{ group = 1, type = 0, id = 119, propability = 16003, count = 1 },
{ group = 1, type = 0, id = 120, propability = 16503, count = 1 },
{ group = 1, type = 0, id = 121, propability = 18753, count = 1 },
{ group = 1, type = 0, id = 122, propability = 21003, count = 1 },
{ group = 1, type = 0, id = 123, propability = 23253, count = 1 },
{ group = 1, type = 0, id = 124, propability = 25503, count = 1 },
{ group = 1, type = 0, id = 125, propability = 27753, count = 1 },
{ group = 1, type = 0, id = 126, propability = 30003, count = 1 },
{ group = 1, type = 0, id = 127, propability = 30503, count = 1 },
{ group = 1, type = 0, id = 128, propability = 31003, count = 1 },
{ group = 1, type = 0, id = 129, propability = 31503, count = 1 },
{ group = 1, type = 0, id = 130, propability = 33753, count = 1 },
{ group = 1, type = 0, id = 131, propability = 36003, count = 1 },
{ group = 1, type = 0, id = 132, propability = 38253, count = 1 },
{ group = 1, type = 0, id = 133, propability = 40503, count = 1 },
{ group = 1, type = 0, id = 134, propability = 42753, count = 1 },
{ group = 1, type = 0, id = 135, propability = 45003, count = 1 },
{ group = 1, type = 0, id = 136, propability = 45503, count = 1 },
{ group = 1, type = 0, id = 137, propability = 46003, count = 1 },
{ group = 1, type = 0, id = 138, propability = 46503, count = 1 },
{ group = 1, type = 0, id = 139, propability = 48753, count = 1 },
{ group = 1, type = 0, id = 140, propability = 51003, count = 1 },
{ group = 1, type = 0, id = 141, propability = 53253, count = 1 },
{ group = 1, type = 0, id = 142, propability = 55503, count = 1 },
{ group = 1, type = 0, id = 143, propability = 57753, count = 1 },
{ group = 1, type = 0, id = 144, propability = 60003, count = 1 },
{ group = 1, type = 0, id = 145, propability = 60447, count = 1 },
{ group = 1, type = 0, id = 146, propability = 60891, count = 1 },
{ group = 1, type = 0, id = 147, propability = 61335, count = 1 },
{ group = 1, type = 0, id = 148, propability = 63335, count = 1 },
{ group = 1, type = 0, id = 149, propability = 65335, count = 1 },
{ group = 1, type = 0, id = 150, propability = 67335, count = 1 },
{ group = 1, type = 0, id = 151, propability = 69335, count = 1 },
{ group = 1, type = 0, id = 152, propability = 71335, count = 1 },
{ group = 1, type = 0, id = 153, propability = 73335, count = 1 },
{ group = 1, type = 0, id = 154, propability = 73779, count = 1 },
{ group = 1, type = 0, id = 155, propability = 74223, count = 1 },
{ group = 1, type = 0, id = 156, propability = 74667, count = 1 },
{ group = 1, type = 0, id = 157, propability = 76667, count = 1 },
{ group = 1, type = 0, id = 158, propability = 78667, count = 1 },
{ group = 1, type = 0, id = 159, propability = 80667, count = 1 },
{ group = 1, type = 0, id = 160, propability = 82667, count = 1 },
{ group = 1, type = 0, id = 161, propability = 84667, count = 1 },
{ group = 1, type = 0, id = 162, propability = 86667, count = 1 },
{ group = 1, type = 0, id = 163, propability = 87111, count = 1 },
{ group = 1, type = 0, id = 164, propability = 87555, count = 1 },
{ group = 1, type = 0, id = 165, propability = 87999, count = 1 },
{ group = 1, type = 0, id = 166, propability = 89999, count = 1 },
{ group = 1, type = 0, id = 167, propability = 91999, count = 1 },
{ group = 1, type = 0, id = 168, propability = 93999, count = 1 },
{ group = 1, type = 0, id = 169, propability = 95999, count = 1 },
{ group = 1, type = 0, id = 170, propability = 97999, count = 1 },
{ group = 1, type = 0, id = 171, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 91, propability = 167, count = 1 },
{ group = 2, type = 0, id = 92, propability = 334, count = 1 },
{ group = 2, type = 0, id = 93, propability = 501, count = 1 },
{ group = 2, type = 0, id = 94, propability = 1251, count = 1 },
{ group = 2, type = 0, id = 95, propability = 2001, count = 1 },
{ group = 2, type = 0, id = 96, propability = 2751, count = 1 },
{ group = 2, type = 0, id = 97, propability = 3501, count = 1 },
{ group = 2, type = 0, id = 98, propability = 4251, count = 1 },
{ group = 2, type = 0, id = 99, propability = 5001, count = 1 },
{ group = 2, type = 0, id = 100, propability = 5168, count = 1 },
{ group = 2, type = 0, id = 101, propability = 5335, count = 1 },
{ group = 2, type = 0, id = 102, propability = 5502, count = 1 },
{ group = 2, type = 0, id = 103, propability = 6252, count = 1 },
{ group = 2, type = 0, id = 104, propability = 7002, count = 1 },
{ group = 2, type = 0, id = 105, propability = 7752, count = 1 },
{ group = 2, type = 0, id = 106, propability = 8502, count = 1 },
{ group = 2, type = 0, id = 107, propability = 9252, count = 1 },
{ group = 2, type = 0, id = 108, propability = 10002, count = 1 },
{ group = 2, type = 0, id = 109, propability = 10169, count = 1 },
{ group = 2, type = 0, id = 110, propability = 10336, count = 1 },
{ group = 2, type = 0, id = 111, propability = 10503, count = 1 },
{ group = 2, type = 0, id = 112, propability = 11253, count = 1 },
{ group = 2, type = 0, id = 113, propability = 12003, count = 1 },
{ group = 2, type = 0, id = 114, propability = 12753, count = 1 },
{ group = 2, type = 0, id = 115, propability = 13503, count = 1 },
{ group = 2, type = 0, id = 116, propability = 14253, count = 1 },
{ group = 2, type = 0, id = 117, propability = 15003, count = 1 },
{ group = 2, type = 0, id = 118, propability = 15503, count = 1 },
{ group = 2, type = 0, id = 119, propability = 16003, count = 1 },
{ group = 2, type = 0, id = 120, propability = 16503, count = 1 },
{ group = 2, type = 0, id = 121, propability = 18753, count = 1 },
{ group = 2, type = 0, id = 122, propability = 21003, count = 1 },
{ group = 2, type = 0, id = 123, propability = 23253, count = 1 },
{ group = 2, type = 0, id = 124, propability = 25503, count = 1 },
{ group = 2, type = 0, id = 125, propability = 27753, count = 1 },
{ group = 2, type = 0, id = 126, propability = 30003, count = 1 },
{ group = 2, type = 0, id = 127, propability = 30503, count = 1 },
{ group = 2, type = 0, id = 128, propability = 31003, count = 1 },
{ group = 2, type = 0, id = 129, propability = 31503, count = 1 },
{ group = 2, type = 0, id = 130, propability = 33753, count = 1 },
{ group = 2, type = 0, id = 131, propability = 36003, count = 1 },
{ group = 2, type = 0, id = 132, propability = 38253, count = 1 },
{ group = 2, type = 0, id = 133, propability = 40503, count = 1 },
{ group = 2, type = 0, id = 134, propability = 42753, count = 1 },
{ group = 2, type = 0, id = 135, propability = 45003, count = 1 },
{ group = 2, type = 0, id = 136, propability = 45503, count = 1 },
{ group = 2, type = 0, id = 137, propability = 46003, count = 1 },
{ group = 2, type = 0, id = 138, propability = 46503, count = 1 },
{ group = 2, type = 0, id = 139, propability = 48753, count = 1 },
{ group = 2, type = 0, id = 140, propability = 51003, count = 1 },
{ group = 2, type = 0, id = 141, propability = 53253, count = 1 },
{ group = 2, type = 0, id = 142, propability = 55503, count = 1 },
{ group = 2, type = 0, id = 143, propability = 57753, count = 1 },
{ group = 2, type = 0, id = 144, propability = 60003, count = 1 },
