{ group = 1, type = 0, id = 145, propability = 100, count = 1 },
{ group = 1, type = 0, id = 146, propability = 200, count = 1 },
{ group = 1, type = 0, id = 147, propability = 300, count = 1 },
{ group = 1, type = 0, id = 148, propability = 1917, count = 1 },
{ group = 1, type = 0, id = 149, propability = 3534, count = 1 },
{ group = 1, type = 0, id = 150, propability = 5151, count = 1 },
{ group = 1, type = 0, id = 151, propability = 6768, count = 1 },
{ group = 1, type = 0, id = 152, propability = 8385, count = 1 },
{ group = 1, type = 0, id = 153, propability = 10002, count = 1 },
{ group = 1, type = 0, id = 154, propability = 10102, count = 1 },
{ group = 1, type = 0, id = 155, propability = 10202, count = 1 },
{ group = 1, type = 0, id = 156, propability = 10302, count = 1 },
{ group = 1, type = 0, id = 157, propability = 11919, count = 1 },
{ group = 1, type = 0, id = 158, propability = 13536, count = 1 },
{ group = 1, type = 0, id = 159, propability = 15153, count = 1 },
{ group = 1, type = 0, id = 160, propability = 16770, count = 1 },
{ group = 1, type = 0, id = 161, propability = 18387, count = 1 },
{ group = 1, type = 0, id = 162, propability = 20004, count = 1 },
{ group = 1, type = 0, id = 163, propability = 20104, count = 1 },
{ group = 1, type = 0, id = 164, propability = 20204, count = 1 },
{ group = 1, type = 0, id = 165, propability = 20304, count = 1 },
{ group = 1, type = 0, id = 166, propability = 21921, count = 1 },
{ group = 1, type = 0, id = 167, propability = 23538, count = 1 },
{ group = 1, type = 0, id = 168, propability = 25155, count = 1 },
{ group = 1, type = 0, id = 169, propability = 26772, count = 1 },
{ group = 1, type = 0, id = 170, propability = 28389, count = 1 },
{ group = 1, type = 0, id = 171, propability = 30006, count = 1 },
{ group = 1, type = 0, id = 172, propability = 30139, count = 1 },
{ group = 1, type = 0, id = 173, propability = 30272, count = 1 },
{ group = 1, type = 0, id = 174, propability = 30405, count = 1 },
{ group = 1, type = 0, id = 175, propability = 32561, count = 1 },
{ group = 1, type = 0, id = 176, propability = 34717, count = 1 },
{ group = 1, type = 0, id = 177, propability = 36873, count = 1 },
{ group = 1, type = 0, id = 178, propability = 39029, count = 1 },
{ group = 1, type = 0, id = 179, propability = 41185, count = 1 },
{ group = 1, type = 0, id = 180, propability = 43341, count = 1 },
{ group = 1, type = 0, id = 181, propability = 43474, count = 1 },
{ group = 1, type = 0, id = 182, propability = 43607, count = 1 },
{ group = 1, type = 0, id = 183, propability = 43740, count = 1 },
{ group = 1, type = 0, id = 184, propability = 45896, count = 1 },
{ group = 1, type = 0, id = 185, propability = 48052, count = 1 },
{ group = 1, type = 0, id = 186, propability = 50208, count = 1 },
{ group = 1, type = 0, id = 187, propability = 52364, count = 1 },
{ group = 1, type = 0, id = 188, propability = 54520, count = 1 },
{ group = 1, type = 0, id = 189, propability = 56676, count = 1 },
{ group = 1, type = 0, id = 190, propability = 56809, count = 1 },
{ group = 1, type = 0, id = 191, propability = 56942, count = 1 },
{ group = 1, type = 0, id = 192, propability = 57075, count = 1 },
{ group = 1, type = 0, id = 193, propability = 59231, count = 1 },
{ group = 1, type = 0, id = 194, propability = 61387, count = 1 },
{ group = 1, type = 0, id = 195, propability = 63543, count = 1 },
{ group = 1, type = 0, id = 196, propability = 65699, count = 1 },
{ group = 1, type = 0, id = 197, propability = 67855, count = 1 },
{ group = 1, type = 0, id = 198, propability = 70011, count = 1 },
{ group = 1, type = 0, id = 199, propability = 70111, count = 1 },
{ group = 1, type = 0, id = 200, propability = 70211, count = 1 },
{ group = 1, type = 0, id = 201, propability = 70311, count = 1 },
{ group = 1, type = 0, id = 202, propability = 71928, count = 1 },
{ group = 1, type = 0, id = 203, propability = 73545, count = 1 },
{ group = 1, type = 0, id = 204, propability = 75162, count = 1 },
{ group = 1, type = 0, id = 205, propability = 76779, count = 1 },
{ group = 1, type = 0, id = 206, propability = 78396, count = 1 },
{ group = 1, type = 0, id = 207, propability = 80013, count = 1 },
{ group = 1, type = 0, id = 208, propability = 80113, count = 1 },
{ group = 1, type = 0, id = 209, propability = 80213, count = 1 },
{ group = 1, type = 0, id = 210, propability = 80313, count = 1 },
{ group = 1, type = 0, id = 211, propability = 81930, count = 1 },
{ group = 1, type = 0, id = 212, propability = 83547, count = 1 },
{ group = 1, type = 0, id = 213, propability = 85164, count = 1 },
{ group = 1, type = 0, id = 214, propability = 86781, count = 1 },
{ group = 1, type = 0, id = 215, propability = 88398, count = 1 },
{ group = 1, type = 0, id = 216, propability = 90015, count = 1 },
{ group = 1, type = 0, id = 217, propability = 90115, count = 1 },
{ group = 1, type = 0, id = 218, propability = 90215, count = 1 },
{ group = 1, type = 0, id = 219, propability = 90315, count = 1 },
{ group = 1, type = 0, id = 220, propability = 91932, count = 1 },
{ group = 1, type = 0, id = 221, propability = 93549, count = 1 },
{ group = 1, type = 0, id = 222, propability = 95166, count = 1 },
{ group = 1, type = 0, id = 223, propability = 96783, count = 1 },
{ group = 1, type = 0, id = 224, propability = 98400, count = 1 },
{ group = 1, type = 0, id = 225, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 145, propability = 100, count = 1 },
{ group = 2, type = 0, id = 146, propability = 200, count = 1 },
{ group = 2, type = 0, id = 147, propability = 300, count = 1 },
{ group = 2, type = 0, id = 148, propability = 1917, count = 1 },
{ group = 2, type = 0, id = 149, propability = 3534, count = 1 },
{ group = 2, type = 0, id = 150, propability = 5151, count = 1 },
{ group = 2, type = 0, id = 151, propability = 6768, count = 1 },
{ group = 2, type = 0, id = 152, propability = 8385, count = 1 },
{ group = 2, type = 0, id = 153, propability = 10002, count = 1 },
{ group = 2, type = 0, id = 154, propability = 10102, count = 1 },
{ group = 2, type = 0, id = 155, propability = 10202, count = 1 },
{ group = 2, type = 0, id = 156, propability = 10302, count = 1 },
{ group = 2, type = 0, id = 157, propability = 11919, count = 1 },
{ group = 2, type = 0, id = 158, propability = 13536, count = 1 },
{ group = 2, type = 0, id = 159, propability = 15153, count = 1 },
{ group = 2, type = 0, id = 160, propability = 16770, count = 1 },
{ group = 2, type = 0, id = 161, propability = 18387, count = 1 },
{ group = 2, type = 0, id = 162, propability = 20004, count = 1 },
{ group = 2, type = 0, id = 163, propability = 20104, count = 1 },
{ group = 2, type = 0, id = 164, propability = 20204, count = 1 },
{ group = 2, type = 0, id = 165, propability = 20304, count = 1 },
{ group = 2, type = 0, id = 166, propability = 21921, count = 1 },
{ group = 2, type = 0, id = 167, propability = 23538, count = 1 },
{ group = 2, type = 0, id = 168, propability = 25155, count = 1 },
