{ group = 1, type = 0, id = 94, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 95, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 96, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 97, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 98, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 99, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 103, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 104, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 105, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 106, propability = 55560, count = 1 },
{ group = 1, type = 0, id = 107, propability = 61116, count = 1 },
{ group = 1, type = 0, id = 108, propability = 66672, count = 1 },
{ group = 1, type = 0, id = 112, propability = 72228, count = 1 },
{ group = 1, type = 0, id = 113, propability = 77784, count = 1 },
{ group = 1, type = 0, id = 114, propability = 83340, count = 1 },
{ group = 1, type = 0, id = 115, propability = 88896, count = 1 },
{ group = 1, type = 0, id = 116, propability = 94452, count = 1 },
{ group = 1, type = 0, id = 117, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 121, propability = 5556, count = 1 },
{ group = 2, type = 0, id = 122, propability = 11112, count = 1 },
{ group = 2, type = 0, id = 123, propability = 16668, count = 1 },
{ group = 2, type = 0, id = 124, propability = 22224, count = 1 },
{ group = 2, type = 0, id = 125, propability = 27780, count = 1 },
{ group = 2, type = 0, id = 126, propability = 33336, count = 1 },
{ group = 2, type = 0, id = 130, propability = 38892, count = 1 },
{ group = 2, type = 0, id = 131, propability = 44448, count = 1 },
{ group = 2, type = 0, id = 132, propability = 50004, count = 1 },
{ group = 2, type = 0, id = 133, propability = 55560, count = 1 },
{ group = 2, type = 0, id = 134, propability = 61116, count = 1 },
{ group = 2, type = 0, id = 135, propability = 66672, count = 1 },
{ group = 2, type = 0, id = 139, propability = 72228, count = 1 },
{ group = 2, type = 0, id = 140, propability = 77784, count = 1 },
{ group = 2, type = 0, id = 141, propability = 83340, count = 1 },
{ group = 2, type = 0, id = 142, propability = 88896, count = 1 },
{ group = 2, type = 0, id = 143, propability = 94452, count = 1 },
{ group = 2, type = 0, id = 144, propability = 100000, count = 1 },
{ group = 3, type = 0, id = 148, propability = 2778, count = 1 },
{ group = 3, type = 0, id = 149, propability = 5556, count = 1 },
{ group = 3, type = 0, id = 150, propability = 8334, count = 1 },
{ group = 3, type = 0, id = 151, propability = 11112, count = 1 },
{ group = 3, type = 0, id = 152, propability = 13890, count = 1 },
{ group = 3, type = 0, id = 153, propability = 16668, count = 1 },
{ group = 3, type = 0, id = 157, propability = 19446, count = 1 },
{ group = 3, type = 0, id = 158, propability = 22224, count = 1 },
{ group = 3, type = 0, id = 159, propability = 25002, count = 1 },
{ group = 3, type = 0, id = 160, propability = 27780, count = 1 },
{ group = 3, type = 0, id = 161, propability = 30558, count = 1 },
{ group = 3, type = 0, id = 162, propability = 33336, count = 1 },
{ group = 3, type = 0, id = 166, propability = 36114, count = 1 },
{ group = 3, type = 0, id = 167, propability = 38892, count = 1 },
{ group = 3, type = 0, id = 168, propability = 41670, count = 1 },
{ group = 3, type = 0, id = 169, propability = 44448, count = 1 },
{ group = 3, type = 0, id = 170, propability = 47226, count = 1 },
{ group = 3, type = 0, id = 171, propability = 50004, count = 1 },
{ group = 4, type = 0, id = 121, propability = 3607, count = 1 },
{ group = 4, type = 0, id = 122, propability = 7214, count = 1 },
{ group = 4, type = 0, id = 123, propability = 10821, count = 1 },
{ group = 4, type = 0, id = 124, propability = 14428, count = 1 },
{ group = 4, type = 0, id = 125, propability = 18035, count = 1 },
{ group = 4, type = 0, id = 126, propability = 21642, count = 1 },
{ group = 4, type = 0, id = 130, propability = 25249, count = 1 },
{ group = 4, type = 0, id = 131, propability = 28856, count = 1 },
{ group = 4, type = 0, id = 132, propability = 32463, count = 1 },
{ group = 4, type = 0, id = 133, propability = 36070, count = 1 },
{ group = 4, type = 0, id = 134, propability = 39677, count = 1 },
{ group = 4, type = 0, id = 135, propability = 43284, count = 1 },
{ group = 4, type = 0, id = 139, propability = 46891, count = 1 },
{ group = 4, type = 0, id = 140, propability = 50498, count = 1 },
{ group = 4, type = 0, id = 141, propability = 54105, count = 1 },
{ group = 4, type = 0, id = 142, propability = 57712, count = 1 },
{ group = 4, type = 0, id = 143, propability = 61319, count = 1 },
{ group = 4, type = 0, id = 144, propability = 64926, count = 1 },
{ group = 4, type = 0, id = 148, propability = 65759, count = 1 },
{ group = 4, type = 0, id = 149, propability = 66592, count = 1 },
{ group = 4, type = 0, id = 150, propability = 67425, count = 1 },
{ group = 4, type = 0, id = 151, propability = 68258, count = 1 },
{ group = 4, type = 0, id = 152, propability = 69091, count = 1 },
{ group = 4, type = 0, id = 153, propability = 69924, count = 1 },
{ group = 4, type = 0, id = 157, propability = 70757, count = 1 },
{ group = 4, type = 0, id = 158, propability = 71590, count = 1 },
{ group = 4, type = 0, id = 159, propability = 72423, count = 1 },
{ group = 4, type = 0, id = 160, propability = 73256, count = 1 },
{ group = 4, type = 0, id = 161, propability = 74089, count = 1 },
{ group = 4, type = 0, id = 162, propability = 74922, count = 1 },
{ group = 4, type = 0, id = 166, propability = 75755, count = 1 },
{ group = 4, type = 0, id = 167, propability = 76588, count = 1 },
{ group = 4, type = 0, id = 168, propability = 77421, count = 1 },
{ group = 4, type = 0, id = 169, propability = 78254, count = 1 },
{ group = 4, type = 0, id = 170, propability = 79087, count = 1 },
{ group = 4, type = 0, id = 171, propability = 79920, count = 1 },
{ group = 4, type = 0, id = 202, propability = 80031, count = 1 },
{ group = 4, type = 0, id = 203, propability = 80142, count = 1 },
{ group = 4, type = 0, id = 204, propability = 80253, count = 1 },
{ group = 4, type = 0, id = 205, propability = 80364, count = 1 },
{ group = 4, type = 0, id = 206, propability = 80475, count = 1 },
{ group = 4, type = 0, id = 207, propability = 80586, count = 1 },
{ group = 4, type = 0, id = 211, propability = 80697, count = 1 },
{ group = 4, type = 0, id = 212, propability = 80808, count = 1 },
{ group = 4, type = 0, id = 213, propability = 80919, count = 1 },
{ group = 4, type = 0, id = 214, propability = 81030, count = 1 },
{ group = 4, type = 0, id = 215, propability = 81141, count = 1 },
{ group = 4, type = 0, id = 216, propability = 81252, count = 1 },
{ group = 4, type = 0, id = 220, propability = 81363, count = 1 },
{ group = 4, type = 0, id = 221, propability = 81474, count = 1 },
{ group = 4, type = 0, id = 222, propability = 81585, count = 1 },
{ group = 4, type = 0, id = 223, propability = 81696, count = 1 },
{ group = 4, type = 0, id = 224, propability = 81807, count = 1 },
{ group = 4, type = 0, id = 225, propability = 81918, count = 1 },
{ group = 4, type = 0, id = 256, propability = 81948, count = 1 },
{ group = 4, type = 0, id = 257, propability = 81978, count = 1 },
{ group = 4, type = 0, id = 258, propability = 82008, count = 1 },
{ group = 4, type = 0, id = 259, propability = 82038, count = 1 },
{ group = 4, type = 0, id = 260, propability = 82068, count = 1 },
{ group = 4, type = 0, id = 261, propability = 82098, count = 1 },
{ group = 4, type = 0, id = 265, propability = 82128, count = 1 },
{ group = 4, type = 0, id = 266, propability = 82158, count = 1 },
{ group = 4, type = 0, id = 267, propability = 82188, count = 1 },
{ group = 4, type = 0, id = 268, propability = 82218, count = 1 },
{ group = 4, type = 0, id = 269, propability = 82248, count = 1 },
{ group = 4, type = 0, id = 270, propability = 82278, count = 1 },
{ group = 4, type = 0, id = 274, propability = 82308, count = 1 },
{ group = 4, type = 0, id = 275, propability = 82338, count = 1 },
{ group = 4, type = 0, id = 276, propability = 82368, count = 1 },
{ group = 4, type = 0, id = 277, propability = 82398, count = 1 },
{ group = 4, type = 0, id = 278, propability = 82428, count = 1 },
{ group = 4, type = 0, id = 279, propability = 82458, count = 1 },
