{ group = 1, type = 0, id = 67, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 68, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 69, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 70, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 71, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 72, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 76, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 77, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 78, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 79, propability = 55560, count = 1 },
{ group = 1, type = 0, id = 80, propability = 61116, count = 1 },
{ group = 1, type = 0, id = 81, propability = 66672, count = 1 },
{ group = 1, type = 0, id = 85, propability = 72228, count = 1 },
{ group = 1, type = 0, id = 86, propability = 77784, count = 1 },
{ group = 1, type = 0, id = 87, propability = 83340, count = 1 },
{ group = 1, type = 0, id = 88, propability = 88896, count = 1 },
{ group = 1, type = 0, id = 89, propability = 94452, count = 1 },
{ group = 1, type = 0, id = 90, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 94, propability = 3611, count = 1 },
{ group = 2, type = 0, id = 95, propability = 7222, count = 1 },
{ group = 2, type = 0, id = 96, propability = 10833, count = 1 },
{ group = 2, type = 0, id = 97, propability = 14444, count = 1 },
{ group = 2, type = 0, id = 98, propability = 18055, count = 1 },
{ group = 2, type = 0, id = 99, propability = 21666, count = 1 },
{ group = 2, type = 0, id = 103, propability = 25277, count = 1 },
{ group = 2, type = 0, id = 104, propability = 28888, count = 1 },
{ group = 2, type = 0, id = 105, propability = 32499, count = 1 },
{ group = 2, type = 0, id = 106, propability = 36110, count = 1 },
{ group = 2, type = 0, id = 107, propability = 39721, count = 1 },
{ group = 2, type = 0, id = 108, propability = 43332, count = 1 },
{ group = 2, type = 0, id = 112, propability = 46943, count = 1 },
{ group = 2, type = 0, id = 113, propability = 50554, count = 1 },
{ group = 2, type = 0, id = 114, propability = 54165, count = 1 },
{ group = 2, type = 0, id = 115, propability = 57776, count = 1 },
{ group = 2, type = 0, id = 116, propability = 61387, count = 1 },
{ group = 2, type = 0, id = 117, propability = 64998, count = 1 },
{ group = 2, type = 0, id = 121, propability = 66387, count = 1 },
{ group = 2, type = 0, id = 122, propability = 67776, count = 1 },
{ group = 2, type = 0, id = 123, propability = 69165, count = 1 },
{ group = 2, type = 0, id = 124, propability = 70554, count = 1 },
{ group = 2, type = 0, id = 125, propability = 71943, count = 1 },
{ group = 2, type = 0, id = 126, propability = 73332, count = 1 },
{ group = 2, type = 0, id = 130, propability = 74721, count = 1 },
{ group = 2, type = 0, id = 131, propability = 76110, count = 1 },
{ group = 2, type = 0, id = 132, propability = 77499, count = 1 },
{ group = 2, type = 0, id = 133, propability = 78888, count = 1 },
{ group = 2, type = 0, id = 134, propability = 80277, count = 1 },
{ group = 2, type = 0, id = 135, propability = 81666, count = 1 },
