{ group = 0, type = 3, id = 0, propability = 1, count = 50000 },
{ group = 0, type = 0, id = 1093, propability = 1, count = 2 },
{ group = 0, type = 0, id = 1094, propability = 1, count = 2 },
{ group = 0, type = 0, id = 1112, propability = 1, count = 1 },
{ group = 0, type = 0, id = 1248, propability = 1, count = 4 },
{ group = 0, type = 3, id = 0, propability = 1, count = 50000 },
{ group = 0, type = 0, id = 1094, propability = 1, count = 2 },
{ group = 0, type = 0, id = 1115, propability = 1, count = 1 },
{ group = 0, type = 0, id = 1248, propability = 1, count = 3 },
{ group = 0, type = 3, id = 0, propability = 1, count = 50000 },
{ group = 0, type = 0, id = 1093, propability = 1, count = 2 },
{ group = 0, type = 0, id = 1094, propability = 1, count = 2 },
{ group = 0, type = 3, id = 0, propability = 1, count = 50000 },
{ group = 0, type = 0, id = 1093, propability = 1, count = 2 },
{ group = 0, type = 0, id = 1332, propability = 1, count = 2 },
{ group = 0, type = 0, id = 1248, propability = 1, count = 3 },
