{ group = 1, type = 0, id = 67, propability = 2778, count = 1 },
{ group = 1, type = 0, id = 68, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 69, propability = 8334, count = 1 },
{ group = 1, type = 0, id = 70, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 71, propability = 13890, count = 1 },
{ group = 1, type = 0, id = 72, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 76, propability = 19446, count = 1 },
{ group = 1, type = 0, id = 77, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 78, propability = 25002, count = 1 },
{ group = 1, type = 0, id = 79, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 80, propability = 30558, count = 1 },
{ group = 1, type = 0, id = 81, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 85, propability = 36114, count = 1 },
{ group = 1, type = 0, id = 86, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 87, propability = 41670, count = 1 },
{ group = 1, type = 0, id = 88, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 89, propability = 47226, count = 1 },
{ group = 1, type = 0, id = 90, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 94, propability = 51948, count = 1 },
{ group = 1, type = 0, id = 95, propability = 53892, count = 1 },
{ group = 1, type = 0, id = 96, propability = 55836, count = 1 },
{ group = 1, type = 0, id = 97, propability = 57780, count = 1 },
{ group = 1, type = 0, id = 98, propability = 59724, count = 1 },
{ group = 1, type = 0, id = 99, propability = 61668, count = 1 },
{ group = 1, type = 0, id = 103, propability = 63612, count = 1 },
{ group = 1, type = 0, id = 104, propability = 65556, count = 1 },
{ group = 1, type = 0, id = 105, propability = 67500, count = 1 },
{ group = 1, type = 0, id = 106, propability = 69444, count = 1 },
{ group = 1, type = 0, id = 107, propability = 71388, count = 1 },
{ group = 1, type = 0, id = 108, propability = 73332, count = 1 },
{ group = 1, type = 0, id = 112, propability = 75276, count = 1 },
{ group = 1, type = 0, id = 113, propability = 77220, count = 1 },
{ group = 1, type = 0, id = 114, propability = 79164, count = 1 },
{ group = 1, type = 0, id = 115, propability = 81108, count = 1 },
{ group = 1, type = 0, id = 116, propability = 83052, count = 1 },
{ group = 1, type = 0, id = 117, propability = 84996, count = 1 },
{ group = 1, type = 0, id = 121, propability = 85829, count = 1 },
{ group = 1, type = 0, id = 122, propability = 86662, count = 1 },
{ group = 1, type = 0, id = 123, propability = 87495, count = 1 },
{ group = 1, type = 0, id = 124, propability = 88328, count = 1 },
{ group = 1, type = 0, id = 125, propability = 89161, count = 1 },
{ group = 1, type = 0, id = 126, propability = 89994, count = 1 },
{ group = 1, type = 0, id = 130, propability = 90827, count = 1 },
{ group = 1, type = 0, id = 131, propability = 91660, count = 1 },
{ group = 1, type = 0, id = 132, propability = 92493, count = 1 },
{ group = 1, type = 0, id = 133, propability = 93326, count = 1 },
{ group = 1, type = 0, id = 134, propability = 94159, count = 1 },
{ group = 1, type = 0, id = 135, propability = 94992, count = 1 },
{ group = 1, type = 0, id = 139, propability = 95825, count = 1 },
{ group = 1, type = 0, id = 140, propability = 96658, count = 1 },
{ group = 1, type = 0, id = 141, propability = 97491, count = 1 },
{ group = 1, type = 0, id = 142, propability = 98324, count = 1 },
{ group = 1, type = 0, id = 143, propability = 99157, count = 1 },
{ group = 1, type = 0, id = 144, propability = 100000, count = 1 },
