{ group = 1, type = 0, id = 94, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 95, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 96, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 97, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 98, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 99, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 103, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 104, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 105, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 106, propability = 55560, count = 1 },
{ group = 1, type = 0, id = 107, propability = 61116, count = 1 },
{ group = 1, type = 0, id = 108, propability = 66672, count = 1 },
{ group = 1, type = 0, id = 112, propability = 72228, count = 1 },
{ group = 1, type = 0, id = 113, propability = 77784, count = 1 },
{ group = 1, type = 0, id = 114, propability = 83340, count = 1 },
{ group = 1, type = 0, id = 115, propability = 88896, count = 1 },
{ group = 1, type = 0, id = 116, propability = 94452, count = 1 },
{ group = 1, type = 0, id = 117, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 121, propability = 5556, count = 1 },
{ group = 2, type = 0, id = 122, propability = 11112, count = 1 },
{ group = 2, type = 0, id = 123, propability = 16668, count = 1 },
{ group = 2, type = 0, id = 124, propability = 22224, count = 1 },
{ group = 2, type = 0, id = 125, propability = 27780, count = 1 },
{ group = 2, type = 0, id = 126, propability = 33336, count = 1 },
{ group = 2, type = 0, id = 130, propability = 38892, count = 1 },
{ group = 2, type = 0, id = 131, propability = 44448, count = 1 },
{ group = 2, type = 0, id = 132, propability = 50004, count = 1 },
{ group = 2, type = 0, id = 133, propability = 55560, count = 1 },
{ group = 2, type = 0, id = 134, propability = 61116, count = 1 },
{ group = 2, type = 0, id = 135, propability = 66672, count = 1 },
{ group = 2, type = 0, id = 139, propability = 72228, count = 1 },
{ group = 2, type = 0, id = 140, propability = 77784, count = 1 },
{ group = 2, type = 0, id = 141, propability = 83340, count = 1 },
{ group = 2, type = 0, id = 142, propability = 88896, count = 1 },
{ group = 2, type = 0, id = 143, propability = 94452, count = 1 },
{ group = 2, type = 0, id = 144, propability = 100000, count = 1 },
{ group = 3, type = 0, id = 148, propability = 2778, count = 1 },
{ group = 3, type = 0, id = 149, propability = 5556, count = 1 },
{ group = 3, type = 0, id = 150, propability = 8334, count = 1 },
{ group = 3, type = 0, id = 151, propability = 11112, count = 1 },
{ group = 3, type = 0, id = 152, propability = 13890, count = 1 },
{ group = 3, type = 0, id = 153, propability = 16668, count = 1 },
{ group = 3, type = 0, id = 157, propability = 19446, count = 1 },
{ group = 3, type = 0, id = 158, propability = 22224, count = 1 },
{ group = 3, type = 0, id = 159, propability = 25002, count = 1 },
{ group = 3, type = 0, id = 160, propability = 27780, count = 1 },
{ group = 3, type = 0, id = 161, propability = 30558, count = 1 },
{ group = 3, type = 0, id = 162, propability = 33336, count = 1 },
{ group = 3, type = 0, id = 166, propability = 36114, count = 1 },
{ group = 3, type = 0, id = 167, propability = 38892, count = 1 },
{ group = 3, type = 0, id = 168, propability = 41670, count = 1 },
{ group = 3, type = 0, id = 169, propability = 44448, count = 1 },
{ group = 3, type = 0, id = 170, propability = 47226, count = 1 },
{ group = 3, type = 0, id = 171, propability = 50004, count = 1 },
{ group = 4, type = 0, id = 121, propability = 1941, count = 1 },
{ group = 4, type = 0, id = 122, propability = 3882, count = 1 },
{ group = 4, type = 0, id = 123, propability = 5823, count = 1 },
{ group = 4, type = 0, id = 124, propability = 7764, count = 1 },
{ group = 4, type = 0, id = 125, propability = 9705, count = 1 },
{ group = 4, type = 0, id = 126, propability = 11646, count = 1 },
{ group = 4, type = 0, id = 130, propability = 13587, count = 1 },
{ group = 4, type = 0, id = 131, propability = 15528, count = 1 },
{ group = 4, type = 0, id = 132, propability = 17469, count = 1 },
{ group = 4, type = 0, id = 133, propability = 19410, count = 1 },
{ group = 4, type = 0, id = 134, propability = 21351, count = 1 },
{ group = 4, type = 0, id = 135, propability = 23292, count = 1 },
{ group = 4, type = 0, id = 139, propability = 25233, count = 1 },
{ group = 4, type = 0, id = 140, propability = 27174, count = 1 },
{ group = 4, type = 0, id = 141, propability = 29115, count = 1 },
{ group = 4, type = 0, id = 142, propability = 31056, count = 1 },
{ group = 4, type = 0, id = 143, propability = 32997, count = 1 },
{ group = 4, type = 0, id = 144, propability = 34938, count = 1 },
{ group = 4, type = 0, id = 148, propability = 38271, count = 1 },
{ group = 4, type = 0, id = 149, propability = 41604, count = 1 },
{ group = 4, type = 0, id = 150, propability = 44937, count = 1 },
{ group = 4, type = 0, id = 151, propability = 48270, count = 1 },
{ group = 4, type = 0, id = 152, propability = 51603, count = 1 },
{ group = 4, type = 0, id = 153, propability = 54936, count = 1 },
{ group = 4, type = 0, id = 157, propability = 58269, count = 1 },
{ group = 4, type = 0, id = 158, propability = 61602, count = 1 },
{ group = 4, type = 0, id = 159, propability = 64935, count = 1 },
{ group = 4, type = 0, id = 160, propability = 68268, count = 1 },
{ group = 4, type = 0, id = 161, propability = 71601, count = 1 },
{ group = 4, type = 0, id = 162, propability = 74934, count = 1 },
{ group = 4, type = 0, id = 166, propability = 78267, count = 1 },
{ group = 4, type = 0, id = 167, propability = 81600, count = 1 },
{ group = 4, type = 0, id = 168, propability = 84933, count = 1 },
{ group = 4, type = 0, id = 169, propability = 88266, count = 1 },
{ group = 4, type = 0, id = 170, propability = 91599, count = 1 },
{ group = 4, type = 0, id = 171, propability = 94932, count = 1 },
{ group = 4, type = 0, id = 202, propability = 95154, count = 1 },
{ group = 4, type = 0, id = 203, propability = 95376, count = 1 },
{ group = 4, type = 0, id = 204, propability = 95598, count = 1 },
{ group = 4, type = 0, id = 205, propability = 95820, count = 1 },
{ group = 4, type = 0, id = 206, propability = 96042, count = 1 },
{ group = 4, type = 0, id = 207, propability = 96264, count = 1 },
{ group = 4, type = 0, id = 211, propability = 96486, count = 1 },
{ group = 4, type = 0, id = 212, propability = 96708, count = 1 },
{ group = 4, type = 0, id = 213, propability = 96930, count = 1 },
{ group = 4, type = 0, id = 214, propability = 97152, count = 1 },
{ group = 4, type = 0, id = 215, propability = 97374, count = 1 },
{ group = 4, type = 0, id = 216, propability = 97596, count = 1 },
{ group = 4, type = 0, id = 220, propability = 97818, count = 1 },
{ group = 4, type = 0, id = 221, propability = 98040, count = 1 },
{ group = 4, type = 0, id = 222, propability = 98262, count = 1 },
{ group = 4, type = 0, id = 223, propability = 98484, count = 1 },
{ group = 4, type = 0, id = 224, propability = 98706, count = 1 },
{ group = 4, type = 0, id = 225, propability = 98928, count = 1 },
{ group = 4, type = 0, id = 256, propability = 98987, count = 1 },
{ group = 4, type = 0, id = 257, propability = 99046, count = 1 },
{ group = 4, type = 0, id = 258, propability = 99105, count = 1 },
{ group = 4, type = 0, id = 259, propability = 99164, count = 1 },
{ group = 4, type = 0, id = 260, propability = 99223, count = 1 },
{ group = 4, type = 0, id = 261, propability = 99282, count = 1 },
{ group = 4, type = 0, id = 265, propability = 99341, count = 1 },
{ group = 4, type = 0, id = 266, propability = 99400, count = 1 },
{ group = 4, type = 0, id = 267, propability = 99459, count = 1 },
{ group = 4, type = 0, id = 268, propability = 99518, count = 1 },
{ group = 4, type = 0, id = 269, propability = 99577, count = 1 },
{ group = 4, type = 0, id = 270, propability = 99636, count = 1 },
{ group = 4, type = 0, id = 274, propability = 99695, count = 1 },
{ group = 4, type = 0, id = 275, propability = 99754, count = 1 },
{ group = 4, type = 0, id = 276, propability = 99813, count = 1 },
{ group = 4, type = 0, id = 277, propability = 99872, count = 1 },
{ group = 4, type = 0, id = 278, propability = 99931, count = 1 },
{ group = 4, type = 0, id = 279, propability = 100000, count = 1 },
--
