{ group = 1, type = 0, id = 94, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 95, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 96, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 97, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 98, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 99, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 103, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 104, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 105, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 106, propability = 55560, count = 1 },
{ group = 1, type = 0, id = 107, propability = 61116, count = 1 },
{ group = 1, type = 0, id = 108, propability = 66672, count = 1 },
{ group = 1, type = 0, id = 112, propability = 72228, count = 1 },
{ group = 1, type = 0, id = 113, propability = 77784, count = 1 },
{ group = 1, type = 0, id = 114, propability = 83340, count = 1 },
{ group = 1, type = 0, id = 115, propability = 88896, count = 1 },
{ group = 1, type = 0, id = 116, propability = 94452, count = 1 },
{ group = 1, type = 0, id = 117, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 121, propability = 3833, count = 1 },
{ group = 2, type = 0, id = 122, propability = 7666, count = 1 },
{ group = 2, type = 0, id = 123, propability = 11499, count = 1 },
{ group = 2, type = 0, id = 124, propability = 15332, count = 1 },
{ group = 2, type = 0, id = 125, propability = 19165, count = 1 },
{ group = 2, type = 0, id = 126, propability = 22998, count = 1 },
{ group = 2, type = 0, id = 130, propability = 26831, count = 1 },
{ group = 2, type = 0, id = 131, propability = 30664, count = 1 },
{ group = 2, type = 0, id = 132, propability = 34497, count = 1 },
{ group = 2, type = 0, id = 133, propability = 38330, count = 1 },
{ group = 2, type = 0, id = 134, propability = 42163, count = 1 },
{ group = 2, type = 0, id = 135, propability = 45996, count = 1 },
{ group = 2, type = 0, id = 139, propability = 49829, count = 1 },
{ group = 2, type = 0, id = 140, propability = 53662, count = 1 },
{ group = 2, type = 0, id = 141, propability = 57495, count = 1 },
{ group = 2, type = 0, id = 142, propability = 61328, count = 1 },
{ group = 2, type = 0, id = 143, propability = 65161, count = 1 },
{ group = 2, type = 0, id = 144, propability = 68994, count = 1 },
{ group = 2, type = 0, id = 148, propability = 69827, count = 1 },
{ group = 2, type = 0, id = 149, propability = 70660, count = 1 },
{ group = 2, type = 0, id = 150, propability = 71493, count = 1 },
{ group = 2, type = 0, id = 151, propability = 72326, count = 1 },
{ group = 2, type = 0, id = 152, propability = 73159, count = 1 },
{ group = 2, type = 0, id = 153, propability = 73992, count = 1 },
{ group = 2, type = 0, id = 157, propability = 74825, count = 1 },
{ group = 2, type = 0, id = 158, propability = 75658, count = 1 },
{ group = 2, type = 0, id = 159, propability = 76491, count = 1 },
{ group = 2, type = 0, id = 160, propability = 77324, count = 1 },
{ group = 2, type = 0, id = 161, propability = 78157, count = 1 },
{ group = 2, type = 0, id = 162, propability = 78990, count = 1 },
{ group = 2, type = 0, id = 166, propability = 79823, count = 1 },
{ group = 2, type = 0, id = 167, propability = 80656, count = 1 },
{ group = 2, type = 0, id = 168, propability = 81489, count = 1 },
{ group = 2, type = 0, id = 169, propability = 82322, count = 1 },
{ group = 2, type = 0, id = 170, propability = 83155, count = 1 },
{ group = 2, type = 0, id = 171, propability = 83988, count = 1 },
{ group = 2, type = 0, id = 175, propability = 84655, count = 1 },
{ group = 2, type = 0, id = 176, propability = 85322, count = 1 },
{ group = 2, type = 0, id = 177, propability = 85989, count = 1 },
{ group = 2, type = 0, id = 178, propability = 86656, count = 1 },
{ group = 2, type = 0, id = 179, propability = 87323, count = 1 },
{ group = 2, type = 0, id = 180, propability = 87990, count = 1 },
{ group = 2, type = 0, id = 184, propability = 88657, count = 1 },
{ group = 2, type = 0, id = 185, propability = 89324, count = 1 },
{ group = 2, type = 0, id = 186, propability = 89991, count = 1 },
{ group = 2, type = 0, id = 187, propability = 90658, count = 1 },
{ group = 2, type = 0, id = 188, propability = 91325, count = 1 },
{ group = 2, type = 0, id = 189, propability = 91992, count = 1 },
{ group = 2, type = 0, id = 193, propability = 92659, count = 1 },
{ group = 2, type = 0, id = 194, propability = 93326, count = 1 },
{ group = 2, type = 0, id = 195, propability = 93993, count = 1 },
{ group = 2, type = 0, id = 196, propability = 94660, count = 1 },
{ group = 2, type = 0, id = 197, propability = 95327, count = 1 },
{ group = 2, type = 0, id = 198, propability = 95994, count = 1 },
{ group = 2, type = 0, id = 202, propability = 96216, count = 1 },
{ group = 2, type = 0, id = 203, propability = 96438, count = 1 },
{ group = 2, type = 0, id = 204, propability = 96660, count = 1 },
{ group = 2, type = 0, id = 205, propability = 96882, count = 1 },
{ group = 2, type = 0, id = 206, propability = 97104, count = 1 },
{ group = 2, type = 0, id = 207, propability = 97326, count = 1 },
{ group = 2, type = 0, id = 211, propability = 97548, count = 1 },
{ group = 2, type = 0, id = 212, propability = 97770, count = 1 },
{ group = 2, type = 0, id = 213, propability = 97992, count = 1 },
{ group = 2, type = 0, id = 214, propability = 98214, count = 1 },
{ group = 2, type = 0, id = 215, propability = 98436, count = 1 },
{ group = 2, type = 0, id = 216, propability = 98658, count = 1 },
{ group = 2, type = 0, id = 220, propability = 98880, count = 1 },
{ group = 2, type = 0, id = 221, propability = 99102, count = 1 },
{ group = 2, type = 0, id = 222, propability = 99324, count = 1 },
{ group = 2, type = 0, id = 223, propability = 99546, count = 1 },
{ group = 2, type = 0, id = 224, propability = 99768, count = 1 },
{ group = 2, type = 0, id = 225, propability = 100000, count = 1 },
