{ group = 1, type = 0, id = 64, propability = 4444, count = 1 },
{ group = 1, type = 0, id = 65, propability = 8888, count = 1 },
{ group = 1, type = 0, id = 66, propability = 13332, count = 1 },
{ group = 1, type = 0, id = 67, propability = 13888, count = 1 },
{ group = 1, type = 0, id = 68, propability = 14444, count = 1 },
{ group = 1, type = 0, id = 69, propability = 15000, count = 1 },
{ group = 1, type = 0, id = 70, propability = 15556, count = 1 },
{ group = 1, type = 0, id = 71, propability = 16112, count = 1 },
{ group = 1, type = 0, id = 72, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 73, propability = 21112, count = 1 },
{ group = 1, type = 0, id = 74, propability = 25556, count = 1 },
{ group = 1, type = 0, id = 75, propability = 30000, count = 1 },
{ group = 1, type = 0, id = 76, propability = 30556, count = 1 },
{ group = 1, type = 0, id = 77, propability = 31112, count = 1 },
{ group = 1, type = 0, id = 78, propability = 31668, count = 1 },
{ group = 1, type = 0, id = 79, propability = 32224, count = 1 },
{ group = 1, type = 0, id = 80, propability = 32780, count = 1 },
{ group = 1, type = 0, id = 81, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 82, propability = 37780, count = 1 },
{ group = 1, type = 0, id = 83, propability = 42224, count = 1 },
{ group = 1, type = 0, id = 84, propability = 46668, count = 1 },
{ group = 1, type = 0, id = 85, propability = 47224, count = 1 },
{ group = 1, type = 0, id = 86, propability = 47780, count = 1 },
{ group = 1, type = 0, id = 87, propability = 48336, count = 1 },
{ group = 1, type = 0, id = 88, propability = 48892, count = 1 },
{ group = 1, type = 0, id = 89, propability = 49448, count = 1 },
{ group = 1, type = 0, id = 90, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 91, propability = 53115, count = 1 },
{ group = 1, type = 0, id = 92, propability = 56226, count = 1 },
{ group = 1, type = 0, id = 93, propability = 59337, count = 1 },
{ group = 1, type = 0, id = 94, propability = 59726, count = 1 },
{ group = 1, type = 0, id = 95, propability = 60115, count = 1 },
{ group = 1, type = 0, id = 96, propability = 60504, count = 1 },
{ group = 1, type = 0, id = 97, propability = 60893, count = 1 },
{ group = 1, type = 0, id = 98, propability = 61282, count = 1 },
{ group = 1, type = 0, id = 99, propability = 61671, count = 1 },
{ group = 1, type = 0, id = 100, propability = 64782, count = 1 },
{ group = 1, type = 0, id = 101, propability = 67893, count = 1 },
{ group = 1, type = 0, id = 102, propability = 71004, count = 1 },
{ group = 1, type = 0, id = 103, propability = 71393, count = 1 },
{ group = 1, type = 0, id = 104, propability = 71782, count = 1 },
{ group = 1, type = 0, id = 105, propability = 72171, count = 1 },
{ group = 1, type = 0, id = 106, propability = 72560, count = 1 },
{ group = 1, type = 0, id = 107, propability = 72949, count = 1 },
{ group = 1, type = 0, id = 108, propability = 73338, count = 1 },
{ group = 1, type = 0, id = 109, propability = 76449, count = 1 },
{ group = 1, type = 0, id = 110, propability = 79560, count = 1 },
{ group = 1, type = 0, id = 111, propability = 82671, count = 1 },
{ group = 1, type = 0, id = 112, propability = 83060, count = 1 },
{ group = 1, type = 0, id = 113, propability = 83449, count = 1 },
{ group = 1, type = 0, id = 114, propability = 83838, count = 1 },
{ group = 1, type = 0, id = 115, propability = 84227, count = 1 },
{ group = 1, type = 0, id = 116, propability = 84616, count = 1 },
{ group = 1, type = 0, id = 117, propability = 85005, count = 1 },
{ group = 1, type = 0, id = 118, propability = 86338, count = 1 },
{ group = 1, type = 0, id = 119, propability = 87671, count = 1 },
{ group = 1, type = 0, id = 120, propability = 89004, count = 1 },
{ group = 1, type = 0, id = 121, propability = 89171, count = 1 },
{ group = 1, type = 0, id = 122, propability = 89338, count = 1 },
{ group = 1, type = 0, id = 123, propability = 89505, count = 1 },
{ group = 1, type = 0, id = 124, propability = 89672, count = 1 },
{ group = 1, type = 0, id = 125, propability = 89839, count = 1 },
{ group = 1, type = 0, id = 126, propability = 90006, count = 1 },
{ group = 1, type = 0, id = 127, propability = 91339, count = 1 },
{ group = 1, type = 0, id = 128, propability = 92672, count = 1 },
{ group = 1, type = 0, id = 129, propability = 94005, count = 1 },
{ group = 1, type = 0, id = 130, propability = 94172, count = 1 },
{ group = 1, type = 0, id = 131, propability = 94339, count = 1 },
{ group = 1, type = 0, id = 132, propability = 94506, count = 1 },
{ group = 1, type = 0, id = 133, propability = 94673, count = 1 },
{ group = 1, type = 0, id = 134, propability = 94840, count = 1 },
{ group = 1, type = 0, id = 135, propability = 95007, count = 1 },
{ group = 1, type = 0, id = 136, propability = 96340, count = 1 },
{ group = 1, type = 0, id = 137, propability = 97673, count = 1 },
{ group = 1, type = 0, id = 138, propability = 99006, count = 1 },
{ group = 1, type = 0, id = 139, propability = 99173, count = 1 },
{ group = 1, type = 0, id = 140, propability = 99340, count = 1 },
{ group = 1, type = 0, id = 141, propability = 99507, count = 1 },
{ group = 1, type = 0, id = 142, propability = 99674, count = 1 },
{ group = 1, type = 0, id = 143, propability = 99841, count = 1 },
{ group = 1, type = 0, id = 144, propability = 100000, count = 1 },
