{ group = 1, type = 0, id = 94, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 95, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 96, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 97, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 98, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 99, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 103, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 104, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 105, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 106, propability = 55560, count = 1 },
{ group = 1, type = 0, id = 107, propability = 61116, count = 1 },
{ group = 1, type = 0, id = 108, propability = 66672, count = 1 },
{ group = 1, type = 0, id = 112, propability = 72228, count = 1 },
{ group = 1, type = 0, id = 113, propability = 77784, count = 1 },
{ group = 1, type = 0, id = 114, propability = 83340, count = 1 },
{ group = 1, type = 0, id = 115, propability = 88896, count = 1 },
{ group = 1, type = 0, id = 116, propability = 94452, count = 1 },
{ group = 1, type = 0, id = 117, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 121, propability = 5556, count = 1 },
{ group = 2, type = 0, id = 122, propability = 11112, count = 1 },
{ group = 2, type = 0, id = 123, propability = 16668, count = 1 },
{ group = 2, type = 0, id = 124, propability = 22224, count = 1 },
{ group = 2, type = 0, id = 125, propability = 27780, count = 1 },
{ group = 2, type = 0, id = 126, propability = 33336, count = 1 },
{ group = 2, type = 0, id = 130, propability = 38892, count = 1 },
{ group = 2, type = 0, id = 131, propability = 44448, count = 1 },
{ group = 2, type = 0, id = 132, propability = 50004, count = 1 },
{ group = 2, type = 0, id = 133, propability = 55560, count = 1 },
{ group = 2, type = 0, id = 134, propability = 61116, count = 1 },
{ group = 2, type = 0, id = 135, propability = 66672, count = 1 },
{ group = 2, type = 0, id = 139, propability = 72228, count = 1 },
{ group = 2, type = 0, id = 140, propability = 77784, count = 1 },
{ group = 2, type = 0, id = 141, propability = 83340, count = 1 },
{ group = 2, type = 0, id = 142, propability = 88896, count = 1 },
{ group = 2, type = 0, id = 143, propability = 94452, count = 1 },
{ group = 2, type = 0, id = 144, propability = 100000, count = 1 },
{ group = 3, type = 0, id = 121, propability = 5556, count = 1 },
{ group = 3, type = 0, id = 122, propability = 11112, count = 1 },
{ group = 3, type = 0, id = 123, propability = 16668, count = 1 },
{ group = 3, type = 0, id = 124, propability = 22224, count = 1 },
{ group = 3, type = 0, id = 125, propability = 27780, count = 1 },
{ group = 3, type = 0, id = 126, propability = 33336, count = 1 },
{ group = 3, type = 0, id = 130, propability = 38892, count = 1 },
{ group = 3, type = 0, id = 131, propability = 44448, count = 1 },
{ group = 3, type = 0, id = 132, propability = 50004, count = 1 },
{ group = 3, type = 0, id = 133, propability = 55560, count = 1 },
{ group = 3, type = 0, id = 134, propability = 61116, count = 1 },
{ group = 3, type = 0, id = 135, propability = 66672, count = 1 },
{ group = 3, type = 0, id = 139, propability = 72228, count = 1 },
{ group = 3, type = 0, id = 140, propability = 77784, count = 1 },
{ group = 3, type = 0, id = 141, propability = 83340, count = 1 },
{ group = 3, type = 0, id = 142, propability = 88896, count = 1 },
{ group = 3, type = 0, id = 143, propability = 94452, count = 1 },
{ group = 3, type = 0, id = 144, propability = 100000, count = 1 },
{ group = 4, type = 0, id = 121, propability = 1407, count = 1 },
{ group = 4, type = 0, id = 122, propability = 2814, count = 1 },
{ group = 4, type = 0, id = 123, propability = 4221, count = 1 },
{ group = 4, type = 0, id = 124, propability = 5628, count = 1 },
{ group = 4, type = 0, id = 125, propability = 7035, count = 1 },
{ group = 4, type = 0, id = 126, propability = 8442, count = 1 },
{ group = 4, type = 0, id = 130, propability = 9849, count = 1 },
{ group = 4, type = 0, id = 131, propability = 11256, count = 1 },
{ group = 4, type = 0, id = 132, propability = 12663, count = 1 },
{ group = 4, type = 0, id = 133, propability = 14070, count = 1 },
{ group = 4, type = 0, id = 134, propability = 15477, count = 1 },
{ group = 4, type = 0, id = 135, propability = 16884, count = 1 },
{ group = 4, type = 0, id = 139, propability = 18291, count = 1 },
{ group = 4, type = 0, id = 140, propability = 19698, count = 1 },
{ group = 4, type = 0, id = 141, propability = 21105, count = 1 },
{ group = 4, type = 0, id = 142, propability = 22512, count = 1 },
{ group = 4, type = 0, id = 143, propability = 23919, count = 1 },
{ group = 4, type = 0, id = 144, propability = 25326, count = 1 },
{ group = 4, type = 0, id = 148, propability = 28104, count = 1 },
{ group = 4, type = 0, id = 149, propability = 30882, count = 1 },
{ group = 4, type = 0, id = 150, propability = 33660, count = 1 },
{ group = 4, type = 0, id = 151, propability = 36438, count = 1 },
{ group = 4, type = 0, id = 152, propability = 39216, count = 1 },
{ group = 4, type = 0, id = 153, propability = 41994, count = 1 },
{ group = 4, type = 0, id = 157, propability = 44772, count = 1 },
{ group = 4, type = 0, id = 158, propability = 47550, count = 1 },
{ group = 4, type = 0, id = 159, propability = 50328, count = 1 },
{ group = 4, type = 0, id = 160, propability = 53106, count = 1 },
{ group = 4, type = 0, id = 161, propability = 55884, count = 1 },
{ group = 4, type = 0, id = 162, propability = 58662, count = 1 },
{ group = 4, type = 0, id = 166, propability = 61440, count = 1 },
{ group = 4, type = 0, id = 167, propability = 64218, count = 1 },
{ group = 4, type = 0, id = 168, propability = 66996, count = 1 },
{ group = 4, type = 0, id = 169, propability = 69774, count = 1 },
{ group = 4, type = 0, id = 170, propability = 72552, count = 1 },
{ group = 4, type = 0, id = 171, propability = 75330, count = 1 },
{ group = 4, type = 0, id = 175, propability = 76552, count = 1 },
{ group = 4, type = 0, id = 176, propability = 77774, count = 1 },
{ group = 4, type = 0, id = 177, propability = 78996, count = 1 },
{ group = 4, type = 0, id = 178, propability = 80218, count = 1 },
{ group = 4, type = 0, id = 179, propability = 81440, count = 1 },
{ group = 4, type = 0, id = 180, propability = 82662, count = 1 },
{ group = 4, type = 0, id = 184, propability = 83884, count = 1 },
{ group = 4, type = 0, id = 185, propability = 85106, count = 1 },
{ group = 4, type = 0, id = 186, propability = 86328, count = 1 },
{ group = 4, type = 0, id = 187, propability = 87550, count = 1 },
{ group = 4, type = 0, id = 188, propability = 88772, count = 1 },
{ group = 4, type = 0, id = 189, propability = 89994, count = 1 },
{ group = 4, type = 0, id = 193, propability = 91216, count = 1 },
{ group = 4, type = 0, id = 194, propability = 92438, count = 1 },
{ group = 4, type = 0, id = 195, propability = 93660, count = 1 },
{ group = 4, type = 0, id = 196, propability = 94882, count = 1 },
{ group = 4, type = 0, id = 197, propability = 96104, count = 1 },
{ group = 4, type = 0, id = 198, propability = 97326, count = 1 },
{ group = 4, type = 0, id = 229, propability = 97474, count = 1 },
{ group = 4, type = 0, id = 230, propability = 97622, count = 1 },
{ group = 4, type = 0, id = 231, propability = 97770, count = 1 },
{ group = 4, type = 0, id = 232, propability = 97918, count = 1 },
{ group = 4, type = 0, id = 233, propability = 98066, count = 1 },
{ group = 4, type = 0, id = 234, propability = 98214, count = 1 },
{ group = 4, type = 0, id = 238, propability = 98362, count = 1 },
{ group = 4, type = 0, id = 239, propability = 98510, count = 1 },
{ group = 4, type = 0, id = 240, propability = 98658, count = 1 },
{ group = 4, type = 0, id = 241, propability = 98806, count = 1 },
{ group = 4, type = 0, id = 242, propability = 98954, count = 1 },
{ group = 4, type = 0, id = 243, propability = 99102, count = 1 },
{ group = 4, type = 0, id = 247, propability = 99250, count = 1 },
{ group = 4, type = 0, id = 248, propability = 99398, count = 1 },
{ group = 4, type = 0, id = 249, propability = 99546, count = 1 },
{ group = 4, type = 0, id = 250, propability = 99694, count = 1 },
{ group = 4, type = 0, id = 251, propability = 99842, count = 1 },
{ group = 4, type = 0, id = 252, propability = 100000, count = 1 },
{ group = 5, type = 0, id = 121, propability = 1407, count = 1 },
{ group = 5, type = 0, id = 122, propability = 2814, count = 1 },
{ group = 5, type = 0, id = 123, propability = 4221, count = 1 },
{ group = 5, type = 0, id = 124, propability = 5628, count = 1 },
{ group = 5, type = 0, id = 125, propability = 7035, count = 1 },
{ group = 5, type = 0, id = 126, propability = 8442, count = 1 },
{ group = 5, type = 0, id = 130, propability = 9849, count = 1 },
{ group = 5, type = 0, id = 131, propability = 11256, count = 1 },
{ group = 5, type = 0, id = 132, propability = 12663, count = 1 },
{ group = 5, type = 0, id = 133, propability = 14070, count = 1 },
{ group = 5, type = 0, id = 134, propability = 15477, count = 1 },
{ group = 5, type = 0, id = 135, propability = 16884, count = 1 },
{ group = 5, type = 0, id = 139, propability = 18291, count = 1 },
{ group = 5, type = 0, id = 140, propability = 19698, count = 1 },
{ group = 5, type = 0, id = 141, propability = 21105, count = 1 },
{ group = 5, type = 0, id = 142, propability = 22512, count = 1 },
{ group = 5, type = 0, id = 143, propability = 23919, count = 1 },
{ group = 5, type = 0, id = 144, propability = 25326, count = 1 },
{ group = 5, type = 0, id = 148, propability = 28104, count = 1 },
{ group = 5, type = 0, id = 149, propability = 30882, count = 1 },
{ group = 5, type = 0, id = 150, propability = 33660, count = 1 },
