{ group = 1, type = 0, id = 94, propability = 5556, count = 1 },
{ group = 1, type = 0, id = 95, propability = 11112, count = 1 },
{ group = 1, type = 0, id = 96, propability = 16668, count = 1 },
{ group = 1, type = 0, id = 97, propability = 22224, count = 1 },
{ group = 1, type = 0, id = 98, propability = 27780, count = 1 },
{ group = 1, type = 0, id = 99, propability = 33336, count = 1 },
{ group = 1, type = 0, id = 103, propability = 38892, count = 1 },
{ group = 1, type = 0, id = 104, propability = 44448, count = 1 },
{ group = 1, type = 0, id = 105, propability = 50004, count = 1 },
{ group = 1, type = 0, id = 106, propability = 55560, count = 1 },
{ group = 1, type = 0, id = 107, propability = 61116, count = 1 },
{ group = 1, type = 0, id = 108, propability = 66672, count = 1 },
{ group = 1, type = 0, id = 112, propability = 72228, count = 1 },
{ group = 1, type = 0, id = 113, propability = 77784, count = 1 },
{ group = 1, type = 0, id = 114, propability = 83340, count = 1 },
{ group = 1, type = 0, id = 115, propability = 88896, count = 1 },
{ group = 1, type = 0, id = 116, propability = 94452, count = 1 },
{ group = 1, type = 0, id = 117, propability = 100000, count = 1 },
{ group = 2, type = 0, id = 94, propability = 5556, count = 1 },
{ group = 2, type = 0, id = 95, propability = 11112, count = 1 },
{ group = 2, type = 0, id = 96, propability = 16668, count = 1 },
{ group = 2, type = 0, id = 97, propability = 22224, count = 1 },
{ group = 2, type = 0, id = 98, propability = 27780, count = 1 },
{ group = 2, type = 0, id = 99, propability = 33336, count = 1 },
{ group = 2, type = 0, id = 103, propability = 38892, count = 1 },
{ group = 2, type = 0, id = 104, propability = 44448, count = 1 },
{ group = 2, type = 0, id = 105, propability = 50004, count = 1 },
{ group = 2, type = 0, id = 106, propability = 55560, count = 1 },
{ group = 2, type = 0, id = 107, propability = 61116, count = 1 },
{ group = 2, type = 0, id = 108, propability = 66672, count = 1 },
{ group = 2, type = 0, id = 112, propability = 72228, count = 1 },
{ group = 2, type = 0, id = 113, propability = 77784, count = 1 },
{ group = 2, type = 0, id = 114, propability = 83340, count = 1 },
{ group = 2, type = 0, id = 115, propability = 88896, count = 1 },
{ group = 2, type = 0, id = 116, propability = 94452, count = 1 },
{ group = 2, type = 0, id = 117, propability = 100000, count = 1 },
{ group = 3, type = 0, id = 121, propability = 2667, count = 1 },
{ group = 3, type = 0, id = 122, propability = 5334, count = 1 },
{ group = 3, type = 0, id = 123, propability = 8001, count = 1 },
{ group = 3, type = 0, id = 124, propability = 10668, count = 1 },
{ group = 3, type = 0, id = 125, propability = 13335, count = 1 },
{ group = 3, type = 0, id = 126, propability = 16002, count = 1 },
{ group = 3, type = 0, id = 130, propability = 18669, count = 1 },
{ group = 3, type = 0, id = 131, propability = 21336, count = 1 },
{ group = 3, type = 0, id = 132, propability = 24003, count = 1 },
{ group = 3, type = 0, id = 133, propability = 26670, count = 1 },
{ group = 3, type = 0, id = 134, propability = 29337, count = 1 },
{ group = 3, type = 0, id = 135, propability = 32004, count = 1 },
{ group = 3, type = 0, id = 139, propability = 34671, count = 1 },
{ group = 3, type = 0, id = 140, propability = 37338, count = 1 },
{ group = 3, type = 0, id = 141, propability = 40005, count = 1 },
{ group = 3, type = 0, id = 142, propability = 42672, count = 1 },
{ group = 3, type = 0, id = 143, propability = 45339, count = 1 },
{ group = 3, type = 0, id = 144, propability = 48006, count = 1 },
{ group = 3, type = 0, id = 148, propability = 49673, count = 1 },
{ group = 3, type = 0, id = 149, propability = 51340, count = 1 },
{ group = 3, type = 0, id = 150, propability = 53007, count = 1 },
{ group = 3, type = 0, id = 151, propability = 54674, count = 1 },
{ group = 3, type = 0, id = 152, propability = 56341, count = 1 },
{ group = 3, type = 0, id = 153, propability = 58008, count = 1 },
{ group = 3, type = 0, id = 157, propability = 59675, count = 1 },
{ group = 3, type = 0, id = 158, propability = 61342, count = 1 },
{ group = 3, type = 0, id = 159, propability = 63009, count = 1 },
{ group = 3, type = 0, id = 160, propability = 64676, count = 1 },
{ group = 3, type = 0, id = 161, propability = 66343, count = 1 },
{ group = 3, type = 0, id = 162, propability = 68010, count = 1 },
{ group = 3, type = 0, id = 166, propability = 69677, count = 1 },
{ group = 3, type = 0, id = 167, propability = 71344, count = 1 },
{ group = 3, type = 0, id = 168, propability = 73011, count = 1 },
{ group = 3, type = 0, id = 169, propability = 74678, count = 1 },
{ group = 3, type = 0, id = 170, propability = 76345, count = 1 },
{ group = 3, type = 0, id = 171, propability = 78012, count = 1 },
{ group = 3, type = 0, id = 175, propability = 79012, count = 1 },
{ group = 3, type = 0, id = 176, propability = 80012, count = 1 },
{ group = 3, type = 0, id = 177, propability = 81012, count = 1 },
{ group = 3, type = 0, id = 178, propability = 82012, count = 1 },
{ group = 3, type = 0, id = 179, propability = 83012, count = 1 },
{ group = 3, type = 0, id = 180, propability = 84012, count = 1 },
{ group = 3, type = 0, id = 184, propability = 85012, count = 1 },
{ group = 3, type = 0, id = 185, propability = 86012, count = 1 },
{ group = 3, type = 0, id = 186, propability = 87012, count = 1 },
{ group = 3, type = 0, id = 187, propability = 88012, count = 1 },
{ group = 3, type = 0, id = 188, propability = 89012, count = 1 },
{ group = 3, type = 0, id = 189, propability = 90012, count = 1 },
{ group = 3, type = 0, id = 193, propability = 91012, count = 1 },
{ group = 3, type = 0, id = 194, propability = 92012, count = 1 },
{ group = 3, type = 0, id = 195, propability = 93012, count = 1 },
{ group = 3, type = 0, id = 196, propability = 94012, count = 1 },
{ group = 3, type = 0, id = 197, propability = 95012, count = 1 },
{ group = 3, type = 0, id = 198, propability = 96012, count = 1 },
{ group = 3, type = 0, id = 202, propability = 96234, count = 1 },
{ group = 3, type = 0, id = 203, propability = 96456, count = 1 },
{ group = 3, type = 0, id = 204, propability = 96678, count = 1 },
{ group = 3, type = 0, id = 205, propability = 96900, count = 1 },
{ group = 3, type = 0, id = 206, propability = 97122, count = 1 },
{ group = 3, type = 0, id = 207, propability = 97344, count = 1 },
{ group = 3, type = 0, id = 211, propability = 97566, count = 1 },
{ group = 3, type = 0, id = 212, propability = 97788, count = 1 },
{ group = 3, type = 0, id = 213, propability = 98010, count = 1 },
{ group = 3, type = 0, id = 214, propability = 98232, count = 1 },
{ group = 3, type = 0, id = 215, propability = 98454, count = 1 },
{ group = 3, type = 0, id = 216, propability = 98676, count = 1 },
{ group = 3, type = 0, id = 220, propability = 98898, count = 1 },
{ group = 3, type = 0, id = 221, propability = 99120, count = 1 },
{ group = 3, type = 0, id = 222, propability = 99342, count = 1 },
{ group = 3, type = 0, id = 223, propability = 99564, count = 1 },
{ group = 3, type = 0, id = 224, propability = 99786, count = 1 },
{ group = 3, type = 0, id = 225, propability = 100000, count = 1 },
